qid	run	nDCG@10	delta_nDCG@10	nDCG@20	delta_nDCG@20	Recall@100	delta_Recall@100	Recall@1000	delta_Recall@1000	MAP	delta_MAP
707	Ensemble-o6-m1-b1	0.385750	0.052681	0.398250	0.057489	0.098589	0.000168	0.297690	0.100909	0.158033	0.061516
707	Ensemble-o8-m1-b1	0.367059	0.033989	0.396279	0.055518	0.103223	0.004802	0.297690	0.100909	0.156765	0.060248
707	Ensemble-o4-m05-b1	0.387699	0.054629	0.395320	0.054559	0.098589	0.000168	0.297690	0.100909	0.163775	0.067257
707	Ensemble-o4-m1-b05	0.364924	0.031855	0.391443	0.050682	0.098238	-0.000183	0.297690	0.100909	0.153447	0.056930
707	Ensemble-o6-m05-b1	0.384464	0.051394	0.390225	0.049464	0.099677	0.001256	0.297690	0.100909	0.160219	0.063701
897	BM25	0.448074	0.000000	0.437129	0.000000	0.106483	0.000000	0.218997	0.000000	0.134194	0.000000
897	MiniLM-o4	0.504315	0.056241	0.509977	0.072848	0.096110	-0.010373	0.283627	0.064630	0.167730	0.033536
897	BGE-o2	0.571745	0.123671	0.571760	0.134631	0.099768	-0.006716	0.283627	0.064630	0.168979	0.034785
897	BGE-o4	0.503613	0.055539	0.497628	0.060499	0.100262	-0.006221	0.283627	0.064630	0.171097	0.036903
897	Ensemble-o4-m1-b1	0.564810	0.116736	0.575839	0.138710	0.099662	-0.006821	0.283627	0.064630	0.168511	0.034317
897	Ensemble-o6-m1-b1	0.523009	0.074936	0.512387	0.075258	0.099273	-0.007210	0.283627	0.064630	0.170176	0.035981
897	Ensemble-o8-m1-b1	0.504315	0.056241	0.498377	0.061248	0.099768	-0.006716	0.283627	0.064630	0.169958	0.035764
897	Ensemble-o4-m05-b1	0.527944	0.079870	0.516813	0.079684	0.101641	-0.004842	0.283627	0.064630	0.170760	0.036565
897	Ensemble-o4-m1-b05	0.522813	0.074739	0.517074	0.079945	0.098478	-0.008005	0.283627	0.064630	0.169002	0.034808
897	Ensemble-o6-m05-b1	0.504315	0.056241	0.498081	0.060952	0.100952	-0.005531	0.283627	0.064630	0.170415	0.036221
